,Neighbors
pseudo_160_1110.0_708.0_2_rela_relative,"['pseudo_135_910.0_1608.0', 'pseudo_251_1610.0_1308.0', 'pseudo_252_1610.0_1408.0']"
pseudo_160_1110.0_708.0_3_rela_relative,[]
pseudo_160_1110.0_708.0_4_rela_relative,[]
pseudo_160_1110.0_708.0_5_rela_relative,[]
pseudo_160_1110.0_708.0_6_rela_relative,[]
pseudo_160_1110.0_708.0_7_rela_relative,['pseudo_282_1810.0_1008.0']
pseudo_160_1110.0_708.0_8_rela_relative,[]
pseudo_160_1110.0_708.0_9_rela_relative,[]
pseudo_160_1110.0_708.0_10_rela_relative,[]
pseudo_174_1210.0_408.0_0_rela_relative,[]
pseudo_174_1210.0_408.0_1_rela_relative,[]
pseudo_174_1210.0_408.0_2_rela_relative,[]
pseudo_174_1210.0_408.0_3_rela_relative,[]
pseudo_174_1210.0_408.0_4_rela_relative,['pseudo_101_710.0_1608.0']
pseudo_174_1210.0_408.0_5_rela_relative,[]
pseudo_174_1210.0_408.0_6_rela_relative,[]
pseudo_174_1210.0_408.0_7_rela_relative,[]
pseudo_174_1210.0_408.0_8_rela_relative,"['pseudo_140_1010.0_408.0', 'pseudo_289_1810.0_1708.0']"
pseudo_174_1210.0_408.0_9_rela_relative,[]
pseudo_174_1210.0_408.0_10_rela_relative,[]
pseudo_175_1210.0_508.0_0_rela_relative,[]
pseudo_175_1210.0_508.0_1_rela_relative,['pseudo_134_910.0_1508.0']
pseudo_175_1210.0_508.0_2_rela_relative,['pseudo_250_1610.0_1208.0']
pseudo_175_1210.0_508.0_3_rela_relative,['pseudo_75_610.0_708.0']
pseudo_175_1210.0_508.0_4_rela_relative,['pseudo_169_1110.0_1608.0']
pseudo_175_1210.0_508.0_5_rela_relative,[]
pseudo_175_1210.0_508.0_6_rela_relative,[]
pseudo_175_1210.0_508.0_7_rela_relative,[]
pseudo_175_1210.0_508.0_8_rela_relative,"['pseudo_199_1310.0_1208.0', 'pseudo_92_710.0_708.0']"
pseudo_175_1210.0_508.0_9_rela_relative,[]
pseudo_175_1210.0_508.0_10_rela_relative,['pseudo_234_1510.0_1308.0']
pseudo_179_1210.0_908.0_0_rela_relative,[]
pseudo_179_1210.0_908.0_1_rela_relative,"['pseudo_158_1110.0_508.0', 'pseudo_228_1510.0_708.0', 'pseudo_245_1610.0_708.0', 'pseudo_42_410.0_808.0', 'pseudo_73_610.0_508.0', 'pseudo_74_610.0_608.0', 'pseudo_75_610.0_708.0']"
pseudo_179_1210.0_908.0_2_rela_relative,[]
pseudo_179_1210.0_908.0_3_rela_relative,"['pseudo_190_1310.0_308.0', 'pseudo_198_1310.0_1108.0']"
pseudo_179_1210.0_908.0_4_rela_relative,['pseudo_115_810.0_1308.0']
pseudo_179_1210.0_908.0_5_rela_relative,[]
pseudo_179_1210.0_908.0_6_rela_relative,[]
pseudo_179_1210.0_908.0_7_rela_relative,[]
pseudo_179_1210.0_908.0_8_rela_relative,['pseudo_181_1210.0_1108.0']
pseudo_179_1210.0_908.0_9_rela_relative,[]
pseudo_179_1210.0_908.0_10_rela_relative,[]
pseudo_180_1210.0_1008.0_0_rela_relative,[]
pseudo_180_1210.0_1008.0_1_rela_relative,[]
pseudo_180_1210.0_1008.0_2_rela_relative,[]
pseudo_180_1210.0_1008.0_3_rela_relative,[]
pseudo_180_1210.0_1008.0_4_rela_relative,['pseudo_102_710.0_1708.0']
pseudo_180_1210.0_1008.0_5_rela_relative,[]
pseudo_180_1210.0_1008.0_6_rela_relative,[]
pseudo_180_1210.0_1008.0_7_rela_relative,[]
pseudo_180_1210.0_1008.0_8_rela_relative,[]
pseudo_180_1210.0_1008.0_9_rela_relative,['pseudo_250_1610.0_1208.0']
pseudo_180_1210.0_1008.0_10_rela_relative,[]
pseudo_184_1210.0_1408.0_0_rela_relative,[]
pseudo_184_1210.0_1408.0_1_rela_relative,[]
pseudo_184_1210.0_1408.0_2_rela_relative,[]
pseudo_184_1210.0_1408.0_3_rela_relative,[]
pseudo_184_1210.0_1408.0_4_rela_relative,[]
pseudo_184_1210.0_1408.0_5_rela_relative,[]
pseudo_184_1210.0_1408.0_6_rela_relative,['pseudo_45_410.0_1108.0']
pseudo_184_1210.0_1408.0_7_rela_relative,[]
pseudo_184_1210.0_1408.0_8_rela_relative,[]
pseudo_184_1210.0_1408.0_9_rela_relative,[]
pseudo_184_1210.0_1408.0_10_rela_relative,['pseudo_82_610.0_1408.0']
pseudo_187_1210.0_1708.0_0_rela_relative,[]
pseudo_187_1210.0_1708.0_1_rela_relative,['pseudo_159_1110.0_608.0']
pseudo_187_1210.0_1708.0_2_rela_relative,[]
pseudo_187_1210.0_1708.0_3_rela_relative,[]
pseudo_187_1210.0_1708.0_4_rela_relative,['pseudo_194_1310.0_708.0']
pseudo_187_1210.0_1708.0_5_rela_relative,[]
pseudo_187_1210.0_1708.0_6_rela_relative,[]
pseudo_187_1210.0_1708.0_7_rela_relative,[]
pseudo_187_1210.0_1708.0_8_rela_relative,[]
pseudo_187_1210.0_1708.0_9_rela_relative,[]
pseudo_187_1210.0_1708.0_10_rela_relative,[]
pseudo_190_1310.0_308.0_0_rela_relative,[]
pseudo_190_1310.0_308.0_1_rela_relative,[]
pseudo_190_1310.0_308.0_2_rela_relative,['pseudo_124_910.0_508.0']
pseudo_190_1310.0_308.0_3_rela_relative,[]
pseudo_190_1310.0_308.0_4_rela_relative,[]
pseudo_190_1310.0_308.0_5_rela_relative,[]
pseudo_190_1310.0_308.0_6_rela_relative,['pseudo_57_510.0_608.0']
pseudo_190_1310.0_308.0_7_rela_relative,[]
pseudo_190_1310.0_308.0_8_rela_relative,[]
pseudo_190_1310.0_308.0_9_rela_relative,[]
pseudo_190_1310.0_308.0_10_rela_relative,[]
pseudo_207_1410.0_308.0_0_rela_relative,[]
pseudo_207_1410.0_308.0_1_rela_relative,[]
pseudo_207_1410.0_308.0_2_rela_relative,[]
pseudo_207_1410.0_308.0_3_rela_relative,[]
pseudo_207_1410.0_308.0_4_rela_relative,[]
pseudo_207_1410.0_308.0_5_rela_relative,['pseudo_266_1710.0_1108.0']
pseudo_207_1410.0_308.0_6_rela_relative,[]
pseudo_207_1410.0_308.0_7_rela_relative,[]
pseudo_207_1410.0_308.0_8_rela_relative,[]
pseudo_207_1410.0_308.0_9_rela_relative,[]
pseudo_207_1410.0_308.0_10_rela_relative,[]
pseudo_220_1410.0_1608.0_0_rela_relative,[]
pseudo_220_1410.0_1608.0_1_rela_relative,[]
pseudo_220_1410.0_1608.0_2_rela_relative,"['pseudo_260_1710.0_508.0', 'pseudo_98_710.0_1308.0']"
pseudo_220_1410.0_1608.0_3_rela_relative,['pseudo_146_1010.0_1008.0']
pseudo_220_1410.0_1608.0_4_rela_relative,[]
pseudo_220_1410.0_1608.0_5_rela_relative,['pseudo_29_310.0_1208.0']
pseudo_220_1410.0_1608.0_6_rela_relative,['pseudo_121_910.0_208.0']
pseudo_220_1410.0_1608.0_7_rela_relative,[]
pseudo_220_1410.0_1608.0_8_rela_relative,"['pseudo_100_710.0_1508.0', 'pseudo_167_1110.0_1408.0', 'pseudo_202_1310.0_1508.0', 'pseudo_31_310.0_1408.0', 'pseudo_83_610.0_1508.0', 'pseudo_84_610.0_1608.0']"
pseudo_220_1410.0_1608.0_9_rela_relative,[]
pseudo_220_1410.0_1608.0_10_rela_relative,"['pseudo_129_910.0_1008.0', 'pseudo_272_1710.0_1708.0', 'pseudo_30_310.0_1308.0']"
pseudo_229_1510.0_808.0_0_rela_relative,['pseudo_202_1310.0_1508.0']
pseudo_229_1510.0_808.0_1_rela_relative,[]
pseudo_229_1510.0_808.0_2_rela_relative,[]
pseudo_229_1510.0_808.0_3_rela_relative,[]
pseudo_229_1510.0_808.0_4_rela_relative,[]
pseudo_229_1510.0_808.0_5_rela_relative,"['pseudo_46_410.0_1208.0', 'pseudo_54_510.0_308.0', 'pseudo_91_710.0_608.0']"
pseudo_229_1510.0_808.0_6_rela_relative,[]
pseudo_229_1510.0_808.0_7_rela_relative,[]
pseudo_229_1510.0_808.0_8_rela_relative,[]
pseudo_229_1510.0_808.0_9_rela_relative,[]
pseudo_229_1510.0_808.0_10_rela_relative,[]
pseudo_232_1510.0_1108.0_0_rela_relative,[]
pseudo_232_1510.0_1108.0_1_rela_relative,[]
pseudo_232_1510.0_1108.0_2_rela_relative,[]
pseudo_232_1510.0_1108.0_3_rela_relative,['pseudo_264_1710.0_908.0']
pseudo_232_1510.0_1108.0_4_rela_relative,[]
pseudo_232_1510.0_1108.0_5_rela_relative,"['pseudo_266_1710.0_1108.0', 'pseudo_31_310.0_1408.0']"
pseudo_232_1510.0_1108.0_6_rela_relative,[]
pseudo_232_1510.0_1108.0_7_rela_relative,"['pseudo_271_1710.0_1608.0', 'pseudo_288_1810.0_1608.0']"
pseudo_232_1510.0_1108.0_8_rela_relative,"['pseudo_22_310.0_508.0', 'pseudo_40_410.0_608.0', 'pseudo_88_710.0_308.0']"
pseudo_232_1510.0_1108.0_9_rela_relative,[]
pseudo_232_1510.0_1108.0_10_rela_relative,['pseudo_115_810.0_1308.0']
pseudo_233_1510.0_1208.0_0_rela_relative,[]
pseudo_233_1510.0_1208.0_1_rela_relative,"['pseudo_168_1110.0_1508.0', 'pseudo_200_1310.0_1308.0', 'pseudo_221_1410.0_1708.0', 'pseudo_48_410.0_1408.0']"
pseudo_233_1510.0_1208.0_2_rela_relative,[]
pseudo_233_1510.0_1208.0_3_rela_relative,[]
pseudo_233_1510.0_1208.0_4_rela_relative,[]
pseudo_233_1510.0_1208.0_5_rela_relative,[]
pseudo_233_1510.0_1208.0_6_rela_relative,['pseudo_264_1710.0_908.0']
pseudo_233_1510.0_1208.0_7_rela_relative,['pseudo_57_510.0_608.0']
pseudo_233_1510.0_1208.0_8_rela_relative,['pseudo_251_1610.0_1308.0']
pseudo_233_1510.0_1208.0_9_rela_relative,[]
pseudo_233_1510.0_1208.0_10_rela_relative,[]
pseudo_234_1510.0_1308.0_0_rela_relative,['pseudo_59_510.0_808.0']
pseudo_234_1510.0_1308.0_1_rela_relative,[]
pseudo_234_1510.0_1308.0_2_rela_relative,['pseudo_112_810.0_1008.0']
pseudo_234_1510.0_1308.0_3_rela_relative,"['pseudo_123_910.0_408.0', 'pseudo_140_1010.0_408.0', 'pseudo_161_1110.0_808.0', 'pseudo_50_410.0_1608.0']"
pseudo_234_1510.0_1308.0_4_rela_relative,['pseudo_219_1410.0_1508.0']
pseudo_234_1510.0_1308.0_5_rela_relative,[]
pseudo_234_1510.0_1308.0_6_rela_relative,[]
pseudo_234_1510.0_1308.0_7_rela_relative,[]
pseudo_234_1510.0_1308.0_8_rela_relative,['pseudo_209_1410.0_508.0']
pseudo_234_1510.0_1308.0_9_rela_relative,[]
pseudo_234_1510.0_1308.0_10_rela_relative,['pseudo_100_710.0_1508.0']
pseudo_235_1510.0_1408.0_0_rela_relative,[]
pseudo_235_1510.0_1408.0_1_rela_relative,[]
pseudo_235_1510.0_1408.0_2_rela_relative,[]
pseudo_235_1510.0_1408.0_3_rela_relative,[]
pseudo_235_1510.0_1408.0_4_rela_relative,['pseudo_240_1610.0_208.0']
pseudo_235_1510.0_1408.0_5_rela_relative,[]
pseudo_235_1510.0_1408.0_6_rela_relative,[]
pseudo_235_1510.0_1408.0_7_rela_relative,[]
pseudo_235_1510.0_1408.0_8_rela_relative,[]
pseudo_235_1510.0_1408.0_9_rela_relative,[]
pseudo_235_1510.0_1408.0_10_rela_relative,[]
pseudo_237_1510.0_1608.0_0_rela_relative,[]
pseudo_237_1510.0_1608.0_1_rela_relative,"['pseudo_53_510.0_208.0', 'pseudo_69_610.0_108.0']"
pseudo_237_1510.0_1608.0_2_rela_relative,[]
pseudo_237_1510.0_1608.0_3_rela_relative,[]
pseudo_237_1510.0_1608.0_4_rela_relative,[]
pseudo_237_1510.0_1608.0_5_rela_relative,[]
pseudo_237_1510.0_1608.0_6_rela_relative,['pseudo_30_310.0_1308.0']
pseudo_237_1510.0_1608.0_7_rela_relative,['pseudo_262_1710.0_708.0']
pseudo_237_1510.0_1608.0_8_rela_relative,[]
pseudo_237_1510.0_1608.0_9_rela_relative,[]
pseudo_237_1510.0_1608.0_10_rela_relative,"['pseudo_139_1010.0_308.0', 'pseudo_275_1810.0_308.0', 'pseudo_69_610.0_108.0']"
pseudo_238_1510.0_1708.0_0_rela_relative,[]
pseudo_238_1510.0_1708.0_1_rela_relative,[]
pseudo_238_1510.0_1708.0_2_rela_relative,"['pseudo_118_810.0_1608.0', 'pseudo_158_1110.0_508.0', 'pseudo_191_1310.0_408.0', 'pseudo_210_1410.0_608.0']"
pseudo_238_1510.0_1708.0_3_rela_relative,[]
pseudo_238_1510.0_1708.0_4_rela_relative,[]
pseudo_238_1510.0_1708.0_5_rela_relative,[]
pseudo_238_1510.0_1708.0_6_rela_relative,[]
pseudo_238_1510.0_1708.0_7_rela_relative,[]
pseudo_238_1510.0_1708.0_8_rela_relative,[]
pseudo_238_1510.0_1708.0_9_rela_relative,[]
pseudo_238_1510.0_1708.0_10_rela_relative,"['pseudo_114_810.0_1208.0', 'pseudo_125_910.0_608.0', 'pseudo_130_910.0_1108.0', 'pseudo_164_1110.0_1108.0', 'pseudo_203_1310.0_1608.0', 'pseudo_224_1510.0_308.0', 'pseudo_225_1510.0_408.0', 'pseudo_241_1610.0_308.0', 'pseudo_25_310.0_808.0', 'pseudo_43_410.0_908.0', 'pseudo_55_510.0_408.0']"
pseudo_246_1610.0_808.0_0_rela_relative,[]
pseudo_246_1610.0_808.0_1_rela_relative,['pseudo_178_1210.0_808.0']
pseudo_246_1610.0_808.0_2_rela_relative,[]
pseudo_246_1610.0_808.0_3_rela_relative,[]
pseudo_246_1610.0_808.0_4_rela_relative,[]
pseudo_246_1610.0_808.0_5_rela_relative,"['pseudo_202_1310.0_1508.0', 'pseudo_271_1710.0_1608.0', 'pseudo_67_510.0_1608.0']"
pseudo_246_1610.0_808.0_6_rela_relative,[]
pseudo_246_1610.0_808.0_7_rela_relative,[]
pseudo_246_1610.0_808.0_8_rela_relative,['pseudo_259_1710.0_408.0']
pseudo_246_1610.0_808.0_9_rela_relative,"['pseudo_160_1110.0_708.0', 'pseudo_187_1210.0_1708.0', 'pseudo_39_410.0_508.0']"
pseudo_246_1610.0_808.0_10_rela_relative,[]
pseudo_254_1610.0_1608.0_0_rela_relative,['pseudo_95_710.0_1008.0']
pseudo_254_1610.0_1608.0_1_rela_relative,[]
pseudo_254_1610.0_1608.0_2_rela_relative,[]
pseudo_254_1610.0_1608.0_3_rela_relative,[]
pseudo_254_1610.0_1608.0_4_rela_relative,"['pseudo_117_810.0_1508.0', 'pseudo_119_810.0_1708.0', 'pseudo_151_1010.0_1508.0', 'pseudo_152_1010.0_1608.0', 'pseudo_185_1210.0_1508.0', 'pseudo_200_1310.0_1308.0', 'pseudo_217_1410.0_1308.0', 'pseudo_32_310.0_1508.0', 'pseudo_48_410.0_1408.0', 'pseudo_64_510.0_1308.0']"
pseudo_254_1610.0_1608.0_5_rela_relative,[]
pseudo_254_1610.0_1608.0_6_rela_relative,[]
pseudo_254_1610.0_1608.0_7_rela_relative,['pseudo_41_410.0_708.0']
pseudo_254_1610.0_1608.0_8_rela_relative,[]
pseudo_254_1610.0_1608.0_9_rela_relative,[]
pseudo_254_1610.0_1608.0_10_rela_relative,[]
pseudo_260_1710.0_508.0_0_rela_relative,[]
pseudo_260_1710.0_508.0_1_rela_relative,[]
pseudo_260_1710.0_508.0_2_rela_relative,[]
pseudo_260_1710.0_508.0_3_rela_relative,[]
pseudo_260_1710.0_508.0_4_rela_relative,['pseudo_92_710.0_708.0']
pseudo_260_1710.0_508.0_5_rela_relative,[]
pseudo_260_1710.0_508.0_6_rela_relative,[]
pseudo_260_1710.0_508.0_7_rela_relative,[]
pseudo_260_1710.0_508.0_8_rela_relative,['pseudo_282_1810.0_1008.0']
pseudo_260_1710.0_508.0_9_rela_relative,[]
pseudo_260_1710.0_508.0_10_rela_relative,[]
pseudo_265_1710.0_1008.0_0_rela_relative,[]
pseudo_265_1710.0_1008.0_1_rela_relative,['pseudo_277_1810.0_508.0']
pseudo_265_1710.0_1008.0_2_rela_relative,['pseudo_194_1310.0_708.0']
pseudo_265_1710.0_1008.0_3_rela_relative,[]
pseudo_265_1710.0_1008.0_4_rela_relative,['pseudo_153_1010.0_1708.0']
pseudo_265_1710.0_1008.0_5_rela_relative,[]
pseudo_265_1710.0_1008.0_6_rela_relative,[]
pseudo_265_1710.0_1008.0_7_rela_relative,"['pseudo_104_810.0_208.0', 'pseudo_105_810.0_308.0']"
pseudo_265_1710.0_1008.0_8_rela_relative,[]
pseudo_265_1710.0_1008.0_9_rela_relative,"['pseudo_33_310.0_1608.0', 'pseudo_57_510.0_608.0']"
pseudo_265_1710.0_1008.0_10_rela_relative,[]
pseudo_280_1810.0_808.0_0_rela_relative,"['pseudo_41_410.0_708.0', 'pseudo_93_710.0_808.0']"
pseudo_280_1810.0_808.0_1_rela_relative,['pseudo_262_1710.0_708.0']
pseudo_280_1810.0_808.0_2_rela_relative,[]
pseudo_280_1810.0_808.0_3_rela_relative,"['pseudo_161_1110.0_808.0', 'pseudo_162_1110.0_908.0', 'pseudo_196_1310.0_908.0', 'pseudo_225_1510.0_408.0', 'pseudo_228_1510.0_708.0', 'pseudo_231_1510.0_1008.0', 'pseudo_245_1610.0_708.0', 'pseudo_73_610.0_508.0']"
pseudo_280_1810.0_808.0_4_rela_relative,[]
pseudo_280_1810.0_808.0_5_rela_relative,[]
pseudo_280_1810.0_808.0_6_rela_relative,[]
pseudo_280_1810.0_808.0_7_rela_relative,[]
pseudo_280_1810.0_808.0_8_rela_relative,[]
pseudo_280_1810.0_808.0_9_rela_relative,[]
pseudo_280_1810.0_808.0_10_rela_relative,"['pseudo_122_910.0_308.0', 'pseudo_123_910.0_408.0', 'pseudo_131_910.0_1208.0', 'pseudo_132_910.0_1308.0', 'pseudo_247_1610.0_908.0', 'pseudo_279_1810.0_708.0']"
pseudo_282_1810.0_1008.0_0_rela_relative,[]
pseudo_282_1810.0_1008.0_1_rela_relative,['pseudo_212_1410.0_808.0']
pseudo_282_1810.0_1008.0_2_rela_relative,[]
pseudo_282_1810.0_1008.0_3_rela_relative,"['pseudo_139_1010.0_308.0', 'pseudo_179_1210.0_908.0', 'pseudo_275_1810.0_308.0', 'pseudo_69_610.0_108.0']"
pseudo_282_1810.0_1008.0_4_rela_relative,[]
pseudo_282_1810.0_1008.0_5_rela_relative,[]
pseudo_282_1810.0_1008.0_6_rela_relative,[]
pseudo_282_1810.0_1008.0_7_rela_relative,[]
pseudo_282_1810.0_1008.0_8_rela_relative,[]
pseudo_282_1810.0_1008.0_9_rela_relative,[]
pseudo_282_1810.0_1008.0_10_rela_relative,['pseudo_236_1510.0_1508.0']
pseudo_287_1810.0_1508.0_0_rela_relative,[]
pseudo_287_1810.0_1508.0_1_rela_relative,[]
pseudo_287_1810.0_1508.0_2_rela_relative,[]
pseudo_287_1810.0_1508.0_3_rela_relative,[]
pseudo_287_1810.0_1508.0_4_rela_relative,[]
pseudo_287_1810.0_1508.0_5_rela_relative,"['pseudo_117_810.0_1508.0', 'pseudo_119_810.0_1708.0', 'pseudo_32_310.0_1508.0', 'pseudo_51_410.0_1708.0', 'pseudo_96_710.0_1108.0']"
pseudo_287_1810.0_1508.0_6_rela_relative,"['pseudo_104_810.0_208.0', 'pseudo_110_810.0_808.0', 'pseudo_153_1010.0_1708.0', 'pseudo_176_1210.0_608.0', 'pseudo_177_1210.0_708.0', 'pseudo_247_1610.0_908.0', 'pseudo_24_310.0_708.0', 'pseudo_285_1810.0_1308.0', 'pseudo_61_510.0_1008.0', 'pseudo_87_710.0_208.0']"
pseudo_287_1810.0_1508.0_7_rela_relative,[]
pseudo_287_1810.0_1508.0_8_rela_relative,[]
pseudo_287_1810.0_1508.0_9_rela_relative,['pseudo_95_710.0_1008.0']
pseudo_287_1810.0_1508.0_10_rela_relative,[]
3_random_random,[]
0_random_random,[]
4_random_random,"['pseudo_118_810.0_1608.0', 'pseudo_140_1010.0_408.0', 'pseudo_258_1710.0_308.0']"
1_random_random,[]
6_random_random,['pseudo_289_1810.0_1708.0']
2_random_random,[]
5_random_random,['pseudo_166_1110.0_1308.0']
12_random_random,[]
15_random_random,[]
7_random_random,['pseudo_289_1810.0_1708.0']
21_random_random,[]
18_random_random,[]
27_random_random,"['pseudo_212_1410.0_808.0', 'pseudo_54_510.0_308.0', 'pseudo_88_710.0_308.0']"
8_random_random,"['pseudo_121_910.0_208.0', 'pseudo_183_1210.0_1308.0', 'pseudo_241_1610.0_308.0', 'pseudo_25_310.0_808.0', 'pseudo_276_1810.0_408.0', 'pseudo_286_1810.0_1408.0']"
13_random_random,['pseudo_27_310.0_1008.0']
9_random_random,"['pseudo_105_810.0_308.0', 'pseudo_121_910.0_208.0', 'pseudo_126_910.0_708.0', 'pseudo_148_1010.0_1208.0', 'pseudo_77_610.0_908.0']"
28_random_random,[]
30_random_random,['pseudo_151_1010.0_1508.0']
33_random_random,[]
16_random_random,[]
10_random_random,['pseudo_50_410.0_1608.0']
14_random_random,[]
29_random_random,"['pseudo_179_1210.0_908.0', 'pseudo_265_1710.0_1008.0', 'pseudo_281_1810.0_908.0', 'pseudo_64_510.0_1308.0']"
19_random_random,[]
36_random_random,['pseudo_89_710.0_408.0']
31_random_random,[]
22_random_random,[]
24_random_random,[]
39_random_random,[]
34_random_random,['pseudo_184_1210.0_1408.0']
11_random_random,"['pseudo_198_1310.0_1108.0', 'pseudo_242_1610.0_408.0', 'pseudo_58_510.0_708.0']"
42_random_random,['pseudo_95_710.0_1008.0']
17_random_random,[]
45_random_random,[]
48_random_random,[]
20_random_random,[]
51_random_random,[]
37_random_random,[]
54_random_random,[]
32_random_random,[]
23_random_random,[]
57_random_random,"['pseudo_187_1210.0_1708.0', 'pseudo_22_310.0_508.0']"
25_random_random,"['pseudo_38_410.0_408.0', 'pseudo_40_410.0_608.0', 'pseudo_54_510.0_308.0', 'pseudo_88_710.0_308.0', 'pseudo_91_710.0_608.0']"
60_random_random,['pseudo_59_510.0_808.0']
63_random_random,[]
40_random_random,[]
35_random_random,"['pseudo_113_810.0_1108.0', 'pseudo_203_1310.0_1608.0']"
66_random_random,[]
69_random_random,[]
72_random_random,"['pseudo_157_1110.0_408.0', 'pseudo_70_610.0_208.0']"
75_random_random,[]
43_random_random,"['pseudo_267_1710.0_1208.0', 'pseudo_289_1810.0_1708.0']"
78_random_random,['pseudo_51_410.0_1708.0']
81_random_random,[]
84_random_random,[]
87_random_random,[]
93_random_random,[]
90_random_random,['pseudo_261_1710.0_608.0']
96_random_random,"['pseudo_109_810.0_708.0', 'pseudo_212_1410.0_808.0', 'pseudo_49_410.0_1508.0']"
99_random_random,[]
102_random_random,[]
105_random_random,[]
108_random_random,[]
111_random_random,[]
114_random_random,[]
117_random_random,[]
120_random_random,[]
46_random_random,['pseudo_199_1310.0_1208.0']
123_random_random,[]
49_random_random,[]
126_random_random,[]
129_random_random,['pseudo_115_810.0_1308.0']
135_random_random,[]
141_random_random,[]
138_random_random,[]
132_random_random,[]
144_random_random,[]
147_random_random,[]
156_random_random,"['pseudo_242_1610.0_408.0', 'pseudo_68_510.0_1708.0']"
153_random_random,"['pseudo_220_1410.0_1608.0', 'pseudo_287_1810.0_1508.0']"
162_random_random,[]
52_random_random,['pseudo_248_1610.0_1008.0']
159_random_random,[]
55_random_random,[]
38_random_random,[]
171_random_random,[]
165_random_random,[]
150_random_random,"['pseudo_110_810.0_808.0', 'pseudo_136_910.0_1708.0', 'pseudo_285_1810.0_1308.0']"
174_random_random,[]
177_random_random,[]
168_random_random,[]
58_random_random,[]
26_random_random,[]
61_random_random,[]
64_random_random,['pseudo_159_1110.0_608.0']
41_random_random,"['pseudo_153_1010.0_1708.0', 'pseudo_232_1510.0_1108.0', 'pseudo_285_1810.0_1308.0', 'pseudo_47_410.0_1308.0']"
180_random_random,[]
70_random_random,[]
67_random_random,[]
73_random_random,[]
76_random_random,[]
44_random_random,[]
79_random_random,['pseudo_259_1710.0_408.0']
82_random_random,['pseudo_124_910.0_508.0']
85_random_random,[]
88_random_random,[]
94_random_random,['pseudo_41_410.0_708.0']
97_random_random,[]
91_random_random,['pseudo_75_610.0_708.0']
103_random_random,"['pseudo_166_1110.0_1308.0', 'pseudo_31_310.0_1408.0']"
100_random_random,[]
106_random_random,[]
109_random_random,[]
112_random_random,"['pseudo_212_1410.0_808.0', 'pseudo_91_710.0_608.0']"
115_random_random,[]
118_random_random,[]
47_random_random,[]
124_random_random,[]
50_random_random,[]
121_random_random,[]
130_random_random,['pseudo_150_1010.0_1408.0']
127_random_random,"['pseudo_167_1110.0_1408.0', 'pseudo_202_1310.0_1508.0', 'pseudo_271_1710.0_1608.0', 'pseudo_288_1810.0_1608.0', 'pseudo_67_510.0_1608.0', 'pseudo_83_610.0_1508.0']"
142_random_random,[]
136_random_random,[]
139_random_random,[]
148_random_random,[]
157_random_random,[]
133_random_random,[]
154_random_random,[]
160_random_random,[]
183_random_random,[]
145_random_random,[]
56_random_random,[]
172_random_random,['pseudo_248_1610.0_1008.0']
163_random_random,[]
53_random_random,[]
178_random_random,[]
166_random_random,[]
175_random_random,[]
59_random_random,[]
151_random_random,[]
169_random_random,[]
186_random_random,[]
62_random_random,['pseudo_29_310.0_1208.0']
65_random_random,"['pseudo_220_1410.0_1608.0', 'pseudo_287_1810.0_1508.0']"
181_random_random,[]
189_random_random,['pseudo_129_910.0_1008.0']
71_random_random,[]
68_random_random,[]
74_random_random,['pseudo_235_1510.0_1408.0']
192_random_random,"['pseudo_150_1010.0_1408.0', 'pseudo_270_1710.0_1508.0', 'pseudo_84_610.0_1608.0']"
77_random_random,[]
80_random_random,"['pseudo_261_1710.0_608.0', 'pseudo_278_1810.0_608.0']"
83_random_random,['pseudo_102_710.0_1708.0']
86_random_random,['pseudo_144_1010.0_808.0']
98_random_random,[]
95_random_random,[]
89_random_random,[]
104_random_random,[]
101_random_random,[]
113_random_random,[]
107_random_random,[]
110_random_random,[]
119_random_random,['pseudo_158_1110.0_508.0']
116_random_random,['pseudo_198_1310.0_1108.0']
125_random_random,[]
92_random_random,[]
198_random_random,[]
195_random_random,[]
122_random_random,[]
128_random_random,['pseudo_90_710.0_508.0']
131_random_random,[]
143_random_random,[]
149_random_random,[]
137_random_random,[]
140_random_random,[]
134_random_random,[]
155_random_random,[]
158_random_random,[]
161_random_random,[]
201_random_random,['pseudo_259_1710.0_408.0']
164_random_random,['pseudo_174_1210.0_408.0']
173_random_random,"['pseudo_126_910.0_708.0', 'pseudo_166_1110.0_1308.0', 'pseudo_231_1510.0_1008.0', 'pseudo_77_610.0_908.0']"
184_random_random,[]
204_random_random,[]
179_random_random,"['pseudo_132_910.0_1308.0', 'pseudo_142_1010.0_608.0', 'pseudo_164_1110.0_1108.0', 'pseudo_192_1310.0_508.0', 'pseudo_193_1310.0_608.0', 'pseudo_210_1410.0_608.0', 'pseudo_224_1510.0_308.0', 'pseudo_226_1510.0_508.0', 'pseudo_78_610.0_1008.0']"
176_random_random,['pseudo_53_510.0_208.0']
146_random_random,[]
167_random_random,[]
207_random_random,[]
152_random_random,[]
170_random_random,"['pseudo_210_1410.0_608.0', 'pseudo_40_410.0_608.0', 'pseudo_88_710.0_308.0', 'pseudo_91_710.0_608.0']"
187_random_random,"['pseudo_130_910.0_1108.0', 'pseudo_135_910.0_1608.0']"
210_random_random,[]
213_random_random,['pseudo_269_1710.0_1408.0']
